,PPO,DDPG,TRPO
0,2431.92724609375,1709.67578125,2504.73046875
1,1895.5501708984375,7825.99365234375,3078.129638671875
2,3601.650146484375,4652.92529296875,2871.62744140625
3,1596.0841064453125,1748.3775634765625,5771.0146484375
4,2603.021728515625,6728.87744140625,1860.7825927734375
