,PPO,DDPG,TRPO
0,3719.04052734375,7918.76025390625,3130.052978515625
1,1326.8387451171875,6721.28173828125,4436.443359375
2,2215.518798828125,2011.6500244140625,1621.3101806640625
3,4102.66064453125,7034.9501953125,3815.20556640625
4,3036.806884765625,1928.3778076171875,3236.09130859375
