,SAC,DDPG,TRPO,PPO
0,4291.02978515625,420.27471923828125,446.09295654296875,3683.49072265625
1,4551.0380859375,640.0671997070312,1918.919677734375,1576.483154296875
2,4669.77490234375,2338.0419921875,1015.7262573242188,3908.14013671875
3,4697.365234375,879.0955200195312,757.0098876953125,1451.9110107421875
4,4074.497802734375,736.5420532226562,1769.3448486328125,5177.005859375
