,PPO,DDPG,TRPO
0,1552.6273193359375,7292.267578125,4904.4970703125
1,2844.9658203125,2041.704345703125,4509.01025390625
2,1789.445556640625,7481.666015625,4974.91845703125
3,4227.6982421875,6799.8974609375,4851.47314453125
4,1597.78076171875,7851.39208984375,3770.04931640625
