,PPO,SAC,DDPG,TRPO
0,5137.86181640625,6153.42431640625,2359.588134765625,2074.989990234375
1,3103.165283203125,3517.0458984375,2335.640869140625,1707.6107177734375
2,1844.691650390625,3847.13427734375,339.07843017578125,-162.34921264648438
3,4391.63720703125,6198.931640625,-498.4726257324219,2927.587646484375
4,3913.085205078125,5921.2529296875,213.59747314453125,1877.8380126953125
