,PPO,SAC,DDPG,TRPO
0,3730.55419921875,6285.2587890625,-35.782508850097656,2095.625
1,3049.5595703125,5664.017578125,-913.9103393554688,2902.79931640625
2,4021.255126953125,2515.544921875,-1286.9583740234375,1069.525390625
3,3406.819091796875,5393.41796875,-90.92118072509766,2314.968994140625
4,1823.952880859375,3619.13232421875,-359.77459716796875,2226.245849609375
