,PPO,SAC,DDPG,TRPO
0,1552.6273193359375,3387.15869140625,885.21435546875,2310.71875
1,2844.9658203125,3381.896484375,453.2383728027344,2735.461669921875
2,1789.445556640625,3122.74462890625,1124.5394287109375,1669.0009765625
3,4227.6982421875,2375.05517578125,752.3944091796875,408.32904052734375
4,1597.78076171875,3209.8525390625,1196.206787109375,1003.5748291015625
