,PPO,SAC,DDPG,TRPO
0,1754.89208984375,5835.60107421875,612.7931518554688,2861.47314453125
1,5377.9453125,3884.125244140625,2445.35888671875,1288.951171875
2,2861.600830078125,6174.83544921875,1227.4708251953125,3838.32666015625
3,4667.26025390625,4018.564208984375,1561.1839599609375,2287.70849609375
4,4364.11328125,4792.16357421875,1625.164794921875,1076.762939453125
