,SAC,DDPG,TRPO,PPO
0,6110.43603515625,129.00616455078125,531.8157958984375,5061.62158203125
1,6211.75341796875,164.4878387451172,527.4222412109375,5634.20751953125
2,6207.69921875,280.4188537597656,579.0324096679688,4490.11279296875
3,478.64923095703125,161.9405517578125,636.9026489257812,5931.37060546875
4,6102.88134765625,399.58221435546875,591.4291381835938,3381.513671875
