,PPO,SAC,DDPG,TRPO
0,1755.787109375,3217.434326171875,683.0818481445312,1876.0867919921875
1,3488.928955078125,2983.42236328125,257.397216796875,260.1368408203125
2,1941.2987060546875,3443.097412109375,17.998884201049805,1775.3175048828125
3,1644.4173583984375,1498.7237548828125,199.74777221679688,466.1155090332031
4,3882.451904296875,3205.964111328125,903.5706787109375,208.5714569091797
