,PPO,DDPG,TRPO
0,2241.677490234375,7143.6767578125,2630.573486328125
1,1670.6951904296875,4813.66845703125,1407.7845458984375
2,1529.6748046875,5217.26611328125,2618.45556640625
3,3510.088134765625,8094.5068359375,4191.587890625
4,1588.3687744140625,3564.974609375,4613.91162109375
