,0.6666666666666666,1.0,0.0,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.8888888888888888,0.5555555555555556,0.1111111111111111,0.7777777777777777
1946,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
1947,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
1948,reject,reject,accept,reject,accept,reject,reject,reject,reject,reject
1949,reject,reject,accept,reject,reject,accept,reject,reject,reject,reject
1950,reject,reject,accept,reject,accept,reject,reject,reject,reject,reject
1951,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
1952,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
1953,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
1954,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
1955,reject,reject,accept,accept,reject,accept,reject,reject,accept,reject
1956,reject,reject,accept,accept,reject,reject,reject,accept,accept,reject
1957,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
1958,reject,reject,accept,reject,reject,reject,reject,reject,reject,reject
1959,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
1960,reject,reject,accept,reject,reject,reject,reject,reject,reject,reject
1961,reject,reject,accept,reject,accept,reject,reject,reject,reject,reject
1962,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
1963,reject,reject,accept,reject,accept,reject,reject,reject,reject,reject
1964,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
1965,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
1966,reject,reject,accept,reject,reject,reject,reject,reject,reject,reject
1967,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
1968,reject,reject,accept,reject,reject,reject,reject,reject,reject,reject
1969,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
1970,reject,reject,accept,reject,reject,accept,reject,reject,accept,reject
1971,reject,reject,accept,reject,reject,reject,reject,reject,reject,reject
1972,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
1973,reject,reject,accept,reject,reject,accept,reject,reject,reject,reject
1974,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
1975,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
1976,reject,reject,accept,reject,reject,reject,reject,reject,reject,reject
1977,reject,reject,accept,reject,reject,reject,reject,reject,reject,reject
1978,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
1979,reject,reject,accept,accept,reject,reject,reject,reject,accept,reject
1980,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
1981,reject,accept,accept,accept,reject,reject,reject,reject,accept,reject
1982,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
1983,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
1984,reject,reject,reject,reject,reject,reject,reject,reject,reject,reject
1985,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
1986,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
1987,reject,reject,accept,reject,reject,accept,reject,reject,accept,reject
1988,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
1989,reject,reject,accept,accept,reject,reject,reject,reject,accept,reject
1990,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
1991,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
1992,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
1993,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
1994,reject,reject,accept,accept,accept,reject,reject,reject,accept,reject
1995,reject,reject,accept,reject,reject,reject,reject,reject,reject,reject
1996,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
1997,reject,reject,accept,reject,accept,reject,reject,reject,reject,reject
1998,reject,reject,accept,reject,accept,reject,reject,reject,reject,reject
1999,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2000,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2001,reject,reject,reject,reject,reject,reject,reject,reject,reject,reject
2002,reject,reject,accept,accept,reject,reject,reject,reject,reject,reject
2003,reject,reject,reject,reject,reject,reject,reject,reject,accept,reject
2004,reject,reject,accept,accept,reject,reject,reject,reject,reject,reject
2005,reject,reject,accept,reject,reject,reject,reject,reject,reject,reject
2006,reject,reject,accept,accept,reject,reject,reject,reject,accept,reject
2007,reject,reject,accept,reject,reject,reject,reject,reject,reject,reject
2008,reject,reject,reject,reject,accept,reject,reject,reject,accept,reject
2009,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2010,reject,reject,accept,reject,accept,reject,reject,reject,reject,reject
2011,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2012,reject,reject,accept,reject,reject,reject,reject,reject,reject,reject
2013,reject,reject,accept,reject,reject,reject,reject,accept,accept,reject
2014,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2015,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2016,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2017,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2018,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2019,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2020,reject,reject,accept,reject,reject,reject,reject,reject,reject,reject
2021,reject,reject,accept,accept,reject,reject,reject,reject,accept,reject
2022,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2023,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2024,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2025,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2026,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2027,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2028,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2029,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2030,reject,reject,accept,accept,accept,reject,reject,reject,accept,accept
2031,reject,reject,accept,reject,reject,accept,reject,reject,accept,reject
2032,accept,reject,accept,reject,reject,reject,reject,reject,accept,reject
2033,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2034,reject,reject,accept,reject,accept,reject,reject,reject,reject,reject
2035,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2036,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2037,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2038,reject,reject,accept,reject,reject,reject,reject,accept,accept,reject
2039,reject,reject,accept,reject,accept,reject,accept,accept,accept,reject
2040,reject,reject,accept,reject,accept,reject,reject,reject,reject,reject
2041,reject,reject,accept,reject,reject,reject,reject,reject,reject,reject
2042,reject,reject,accept,reject,reject,reject,reject,reject,reject,reject
2043,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2044,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2045,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2046,reject,reject,accept,accept,reject,reject,reject,reject,accept,reject
2047,reject,reject,accept,reject,reject,reject,reject,reject,reject,reject
2048,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2049,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2050,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2051,reject,reject,accept,reject,accept,reject,reject,reject,reject,reject
2052,reject,reject,accept,accept,reject,reject,reject,reject,accept,reject
2053,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2054,reject,reject,accept,reject,reject,accept,reject,reject,accept,reject
2055,reject,reject,accept,reject,reject,accept,reject,reject,accept,reject
2056,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2057,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2058,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2059,reject,reject,accept,accept,reject,reject,reject,reject,accept,reject
2060,reject,reject,accept,reject,reject,reject,reject,reject,reject,reject
2061,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2062,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2063,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2064,reject,reject,accept,accept,reject,reject,reject,reject,accept,reject
2065,reject,reject,accept,reject,accept,reject,reject,reject,reject,reject
2066,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2067,reject,reject,accept,reject,reject,reject,reject,reject,reject,reject
2068,reject,reject,accept,reject,reject,reject,reject,reject,reject,reject
2069,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2070,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2071,reject,reject,accept,accept,reject,reject,reject,reject,accept,reject
2072,reject,reject,accept,reject,reject,reject,reject,reject,reject,reject
2073,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2074,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2075,reject,reject,accept,reject,reject,reject,reject,reject,reject,reject
2076,reject,reject,accept,reject,reject,reject,accept,reject,accept,reject
2077,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2078,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2079,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2080,reject,reject,accept,reject,reject,reject,reject,reject,reject,reject
2081,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2082,reject,reject,accept,reject,reject,reject,reject,reject,reject,reject
2083,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2084,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2085,reject,reject,accept,reject,accept,reject,reject,reject,reject,reject
2086,reject,reject,accept,reject,reject,reject,reject,reject,reject,reject
2087,reject,reject,accept,accept,accept,reject,reject,reject,accept,reject
2088,reject,reject,accept,reject,reject,reject,reject,accept,accept,reject
2089,reject,reject,accept,accept,reject,reject,reject,accept,accept,reject
2090,reject,reject,accept,reject,reject,reject,reject,reject,accept,accept
2091,reject,reject,accept,accept,reject,reject,reject,reject,reject,reject
2092,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2093,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2094,reject,reject,accept,reject,reject,reject,reject,reject,reject,reject
2095,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2096,reject,reject,reject,reject,accept,reject,reject,reject,reject,reject
2097,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2098,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2099,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2100,reject,reject,accept,accept,reject,reject,reject,accept,accept,reject
2101,reject,reject,accept,accept,reject,reject,reject,reject,accept,reject
2102,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2103,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2104,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2105,reject,reject,accept,reject,reject,reject,reject,reject,reject,reject
2106,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2107,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2108,reject,accept,accept,reject,reject,reject,reject,reject,reject,reject
2109,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2110,reject,reject,accept,accept,reject,reject,reject,reject,accept,reject
2111,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2112,reject,reject,accept,reject,accept,reject,reject,reject,reject,reject
2113,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2114,reject,reject,accept,reject,reject,reject,reject,reject,reject,reject
2115,reject,reject,accept,reject,reject,accept,reject,reject,accept,reject
2116,reject,reject,accept,reject,accept,reject,reject,reject,reject,reject
2117,reject,reject,accept,reject,reject,accept,reject,reject,accept,reject
2118,reject,reject,accept,reject,accept,reject,reject,reject,reject,reject
2119,reject,reject,accept,reject,reject,reject,reject,reject,reject,reject
2120,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2121,reject,reject,accept,reject,reject,reject,reject,reject,reject,reject
2122,reject,reject,accept,accept,reject,reject,reject,reject,accept,reject
2123,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2124,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2125,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2126,reject,reject,reject,reject,reject,reject,reject,reject,accept,reject
2127,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2128,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2129,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2130,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2131,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2132,reject,reject,accept,reject,accept,reject,accept,reject,accept,reject
2133,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2134,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2135,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2136,reject,reject,accept,reject,accept,reject,reject,reject,accept,accept
2137,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2138,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2139,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2140,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2141,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2142,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2143,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2144,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2145,reject,reject,accept,reject,accept,reject,reject,accept,reject,reject
2146,accept,reject,reject,reject,accept,reject,reject,reject,accept,reject
2147,reject,reject,accept,reject,accept,reject,reject,reject,reject,reject
2148,reject,reject,accept,reject,reject,reject,reject,accept,reject,reject
2149,reject,reject,accept,reject,reject,reject,reject,reject,reject,reject
2150,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2151,reject,reject,accept,accept,reject,reject,reject,reject,accept,reject
2152,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2153,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2154,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2155,reject,reject,accept,accept,reject,reject,reject,reject,reject,reject
2156,reject,reject,accept,reject,reject,accept,reject,reject,accept,reject
2157,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2158,reject,reject,accept,accept,reject,reject,reject,reject,accept,reject
2159,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2160,reject,reject,accept,reject,accept,accept,accept,reject,accept,reject
2161,reject,reject,accept,accept,reject,reject,reject,reject,reject,reject
2162,reject,reject,accept,reject,reject,reject,reject,reject,reject,reject
2163,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2164,reject,reject,accept,reject,accept,reject,reject,reject,reject,reject
2165,reject,reject,accept,reject,reject,reject,reject,reject,reject,reject
2166,reject,reject,reject,reject,reject,reject,reject,reject,reject,reject
2167,reject,reject,reject,reject,reject,reject,reject,reject,accept,reject
2168,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2169,reject,reject,accept,accept,reject,reject,reject,reject,reject,reject
2170,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2171,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2172,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2173,reject,reject,accept,accept,reject,reject,reject,reject,accept,reject
2174,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2175,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2176,reject,reject,accept,accept,reject,reject,reject,reject,reject,reject
2177,reject,reject,accept,accept,reject,accept,reject,reject,accept,reject
2178,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2179,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2180,reject,reject,accept,reject,reject,reject,reject,reject,reject,reject
2181,reject,reject,accept,reject,accept,reject,reject,reject,reject,reject
2182,reject,reject,accept,reject,accept,reject,accept,reject,accept,reject
2183,reject,reject,accept,reject,reject,reject,reject,reject,reject,reject
2184,accept,reject,accept,reject,reject,reject,reject,reject,accept,reject
2185,reject,reject,accept,accept,reject,reject,reject,reject,reject,reject
2186,reject,reject,accept,reject,reject,accept,reject,reject,reject,accept
2187,reject,reject,accept,reject,reject,reject,reject,reject,reject,reject
2188,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2189,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2190,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2191,reject,reject,accept,accept,reject,reject,reject,reject,accept,reject
2192,reject,reject,reject,reject,accept,reject,reject,reject,reject,reject
2193,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2194,reject,reject,accept,reject,accept,accept,reject,reject,accept,reject
2195,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2196,reject,reject,accept,accept,reject,reject,reject,reject,accept,reject
2197,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2198,reject,reject,accept,reject,accept,reject,reject,reject,reject,reject
2199,reject,reject,accept,reject,accept,reject,reject,reject,reject,reject
2200,reject,reject,accept,reject,reject,reject,reject,reject,reject,reject
2201,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2202,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2203,reject,reject,accept,reject,accept,accept,reject,reject,accept,reject
2204,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2205,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2206,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2207,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2208,reject,reject,accept,reject,accept,reject,reject,reject,reject,reject
2209,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2210,reject,reject,reject,reject,accept,reject,reject,reject,accept,reject
2211,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2212,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2213,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2214,reject,reject,accept,reject,reject,accept,reject,reject,reject,reject
2215,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2216,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2217,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2218,reject,reject,reject,reject,reject,reject,reject,reject,accept,reject
2219,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2220,reject,reject,accept,accept,reject,reject,reject,reject,accept,reject
2221,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2222,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2223,reject,reject,accept,reject,reject,accept,reject,reject,reject,reject
2224,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2225,reject,reject,accept,reject,reject,accept,reject,reject,accept,reject
2226,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2227,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2228,reject,reject,accept,accept,accept,reject,reject,reject,accept,reject
2229,reject,reject,accept,reject,reject,reject,reject,reject,reject,reject
2230,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2231,reject,reject,accept,reject,reject,reject,reject,reject,reject,reject
2232,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2233,reject,reject,accept,reject,reject,reject,reject,reject,reject,reject
2234,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2235,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2236,reject,reject,accept,reject,accept,reject,reject,reject,reject,reject
2237,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2238,accept,reject,accept,accept,reject,reject,reject,reject,reject,reject
2239,reject,reject,accept,accept,reject,reject,reject,reject,accept,reject
2240,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2241,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2242,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2243,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2244,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2245,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2246,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2247,reject,reject,accept,reject,reject,reject,reject,reject,reject,reject
2248,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2249,reject,reject,accept,reject,accept,reject,reject,reject,reject,reject
2250,reject,reject,accept,accept,reject,reject,reject,reject,accept,reject
2251,reject,reject,accept,reject,accept,reject,reject,reject,reject,reject
2252,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2253,reject,reject,accept,accept,reject,reject,reject,reject,accept,reject
2254,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2255,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2256,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2257,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2258,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2259,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2260,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2261,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2262,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2263,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2264,reject,reject,accept,accept,reject,reject,reject,reject,accept,accept
2265,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2266,reject,reject,accept,reject,reject,reject,reject,reject,reject,reject
2267,reject,reject,accept,reject,reject,reject,reject,reject,reject,reject
2268,reject,reject,accept,reject,reject,reject,reject,reject,reject,reject
2269,reject,reject,accept,reject,reject,reject,reject,reject,reject,reject
2270,reject,accept,accept,reject,reject,reject,reject,reject,accept,accept
2271,reject,reject,accept,reject,reject,reject,reject,reject,reject,reject
2272,reject,reject,accept,reject,reject,reject,reject,reject,reject,reject
2273,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2274,reject,reject,accept,reject,reject,reject,reject,accept,accept,reject
2275,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2276,reject,accept,accept,reject,reject,reject,reject,reject,reject,reject
2277,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2278,reject,reject,accept,reject,accept,reject,reject,reject,reject,reject
2279,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2280,reject,reject,accept,reject,accept,reject,reject,reject,reject,reject
2281,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2282,reject,reject,accept,reject,reject,accept,reject,reject,accept,reject
2283,reject,reject,accept,reject,reject,reject,reject,reject,reject,reject
2284,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2285,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2286,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2287,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2288,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2289,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2290,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2291,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2292,reject,reject,reject,reject,accept,reject,reject,reject,accept,reject
2293,reject,reject,accept,accept,accept,reject,reject,reject,accept,reject
2294,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2295,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2296,reject,reject,accept,accept,reject,accept,reject,reject,accept,reject
2297,reject,reject,accept,reject,reject,reject,reject,reject,reject,reject
2298,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2299,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2300,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2301,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2302,reject,reject,accept,reject,reject,reject,reject,reject,reject,reject
2303,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2304,reject,reject,accept,accept,reject,reject,reject,reject,accept,reject
2305,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2306,reject,reject,accept,accept,accept,reject,reject,reject,accept,reject
2307,reject,reject,accept,accept,accept,reject,reject,reject,accept,reject
2308,reject,reject,accept,reject,reject,reject,reject,accept,accept,reject
2309,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2310,reject,reject,accept,reject,reject,reject,reject,reject,reject,reject
2311,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2312,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2313,reject,reject,accept,accept,reject,reject,reject,reject,reject,reject
2314,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2315,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2316,accept,reject,accept,reject,reject,reject,reject,reject,accept,reject
2317,reject,accept,accept,reject,reject,reject,reject,reject,accept,reject
2318,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2319,reject,reject,accept,reject,reject,reject,reject,accept,accept,reject
2320,reject,reject,accept,reject,reject,reject,reject,reject,reject,reject
2321,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2322,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2323,reject,reject,accept,reject,accept,reject,reject,reject,reject,reject
2324,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2325,reject,reject,accept,reject,reject,reject,reject,accept,accept,reject
2326,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2327,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2328,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2329,reject,reject,accept,accept,reject,reject,reject,reject,reject,reject
2330,reject,reject,accept,reject,reject,reject,reject,reject,reject,reject
2331,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2332,reject,reject,accept,reject,reject,accept,reject,reject,accept,reject
2333,accept,reject,accept,reject,reject,reject,reject,reject,accept,reject
2334,reject,reject,accept,accept,reject,reject,reject,reject,accept,reject
2335,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2336,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2337,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2338,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2339,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2340,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2341,reject,reject,accept,reject,accept,accept,reject,reject,reject,reject
2342,reject,reject,accept,reject,reject,reject,reject,reject,reject,reject
2343,reject,reject,reject,reject,reject,reject,reject,reject,accept,reject
2344,reject,reject,accept,reject,reject,reject,reject,reject,reject,reject
2345,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2346,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2347,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2348,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2349,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2350,reject,reject,accept,reject,accept,reject,reject,accept,reject,reject
2351,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2352,reject,reject,accept,reject,accept,reject,reject,reject,reject,reject
2353,reject,reject,accept,reject,reject,reject,reject,accept,accept,reject
2354,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2355,reject,accept,accept,reject,accept,reject,reject,reject,accept,reject
2356,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2357,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2358,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2359,reject,reject,reject,reject,reject,reject,reject,reject,accept,reject
2360,reject,reject,accept,reject,accept,reject,reject,reject,reject,reject
2361,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2362,reject,reject,accept,reject,reject,reject,reject,reject,accept,reject
2363,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2364,reject,reject,accept,accept,reject,reject,reject,reject,accept,reject
2365,reject,reject,accept,reject,accept,reject,reject,reject,accept,reject
2366,accept,reject,accept,reject,reject,reject,reject,reject,accept,reject
