,0.7777777777777777,0.0,0.3333333333333333,0.1111111111111111,0.4444444444444444,0.6666666666666666,0.2222222222222222,1.0,0.8888888888888888,0.5555555555555556
36,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
37,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
38,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
39,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
40,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
41,equal,equal,equal,equal,equal,equal,equal,equal,equal,smaller
42,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
43,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
44,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
45,equal,equal,equal,equal,smaller,equal,equal,larger,equal,equal
46,equal,equal,equal,smaller,equal,equal,equal,equal,equal,equal
47,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
48,equal,equal,equal,equal,equal,equal,equal,equal,larger,equal
49,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
50,equal,equal,equal,equal,equal,larger,equal,smaller,equal,equal
51,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
52,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
53,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
54,equal,smaller,equal,equal,equal,equal,equal,equal,equal,equal
55,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
56,equal,equal,equal,smaller,equal,equal,equal,equal,equal,equal
57,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
58,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
59,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
60,equal,equal,larger,equal,equal,equal,equal,equal,equal,equal
61,equal,equal,equal,equal,equal,smaller,equal,equal,equal,equal
62,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
63,larger,equal,equal,equal,equal,equal,larger,equal,equal,equal
64,smaller,equal,equal,equal,equal,equal,equal,equal,equal,equal
65,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
66,equal,equal,equal,equal,equal,equal,equal,equal,smaller,equal
67,equal,equal,equal,equal,equal,equal,equal,smaller,larger,equal
68,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
69,equal,equal,equal,equal,equal,equal,smaller,equal,equal,equal
70,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
71,equal,equal,equal,equal,equal,equal,equal,equal,equal,larger
72,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
73,equal,equal,equal,equal,equal,equal,equal,equal,equal,smaller
74,smaller,equal,equal,equal,equal,equal,equal,equal,equal,equal
75,equal,equal,equal,equal,equal,equal,equal,equal,smaller,equal
76,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
77,equal,equal,equal,equal,smaller,equal,larger,equal,equal,equal
78,larger,equal,equal,equal,equal,equal,equal,equal,smaller,equal
79,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
80,equal,equal,equal,equal,equal,equal,larger,equal,equal,equal
81,equal,equal,equal,equal,equal,equal,equal,equal,larger,equal
82,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
83,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
84,equal,equal,equal,equal,smaller,smaller,equal,equal,equal,equal
85,equal,larger,equal,equal,equal,equal,equal,equal,equal,equal
86,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
87,equal,equal,equal,equal,equal,equal,equal,equal,smaller,equal
88,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
89,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
90,equal,equal,equal,equal,larger,equal,larger,equal,equal,equal
91,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
92,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
93,equal,smaller,equal,equal,equal,equal,equal,equal,equal,equal
94,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
95,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
96,equal,equal,equal,equal,equal,equal,larger,equal,equal,equal
97,equal,equal,equal,equal,equal,equal,equal,equal,equal,smaller
98,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
99,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
100,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
101,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
102,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
103,equal,equal,equal,smaller,equal,equal,equal,equal,equal,equal
104,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
105,equal,equal,equal,smaller,equal,equal,equal,equal,equal,equal
106,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
107,smaller,equal,equal,equal,equal,equal,equal,equal,equal,equal
108,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
109,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
110,equal,equal,equal,equal,equal,equal,equal,equal,equal,larger
111,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
112,smaller,equal,equal,equal,equal,equal,equal,equal,equal,equal
113,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
114,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
115,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
116,equal,equal,equal,equal,equal,larger,equal,equal,equal,equal
117,equal,equal,equal,equal,equal,equal,smaller,equal,equal,equal
118,equal,equal,equal,equal,equal,equal,equal,equal,equal,smaller
119,equal,equal,larger,equal,equal,equal,equal,smaller,equal,equal
120,equal,smaller,equal,equal,equal,equal,larger,equal,equal,equal
121,equal,equal,equal,equal,equal,equal,equal,smaller,equal,equal
122,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
123,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
124,equal,equal,smaller,equal,equal,equal,equal,equal,equal,equal
125,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
126,equal,equal,equal,equal,equal,equal,equal,equal,smaller,equal
127,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
128,equal,equal,larger,equal,equal,equal,equal,equal,equal,equal
129,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
130,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
131,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
132,equal,equal,equal,equal,smaller,equal,equal,equal,equal,equal
133,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
134,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
135,equal,equal,equal,equal,equal,equal,equal,smaller,equal,equal
136,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
137,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
138,equal,equal,equal,equal,equal,equal,equal,equal,equal,smaller
139,equal,equal,equal,equal,equal,larger,equal,equal,equal,equal
140,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
141,larger,equal,equal,equal,equal,equal,equal,equal,equal,equal
142,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
143,equal,equal,equal,equal,equal,equal,equal,equal,smaller,equal
144,equal,equal,equal,equal,equal,equal,equal,smaller,equal,equal
145,equal,equal,equal,equal,equal,equal,equal,larger,equal,equal
146,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
147,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
148,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
149,equal,equal,equal,equal,equal,equal,equal,equal,equal,larger
150,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
151,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
152,equal,equal,equal,larger,equal,equal,equal,equal,equal,equal
153,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
154,equal,equal,equal,equal,larger,equal,equal,equal,larger,equal
155,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
156,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
157,smaller,equal,larger,equal,equal,equal,equal,equal,equal,equal
158,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
159,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
160,equal,equal,equal,equal,smaller,equal,smaller,equal,equal,equal
161,equal,equal,smaller,equal,equal,equal,equal,equal,equal,equal
162,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
163,equal,equal,equal,equal,equal,equal,equal,equal,equal,smaller
164,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
165,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
166,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
167,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
168,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
169,equal,equal,equal,larger,equal,equal,equal,larger,equal,equal
170,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
171,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
172,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
173,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
174,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
175,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
176,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
177,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
178,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
179,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
180,smaller,equal,equal,equal,equal,equal,equal,smaller,equal,equal
181,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
182,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
183,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
184,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
185,equal,equal,equal,equal,equal,equal,equal,smaller,equal,equal
186,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
187,equal,equal,smaller,equal,equal,larger,equal,equal,equal,larger
188,equal,equal,equal,equal,larger,equal,equal,equal,equal,equal
189,equal,equal,equal,equal,smaller,equal,equal,equal,equal,equal
190,equal,equal,equal,equal,equal,equal,equal,larger,equal,equal
191,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
192,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
193,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
194,equal,equal,equal,equal,larger,equal,equal,equal,equal,equal
195,equal,equal,equal,equal,equal,equal,equal,equal,smaller,equal
196,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
197,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
198,equal,equal,equal,equal,equal,equal,equal,equal,smaller,equal
199,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
200,equal,equal,equal,equal,equal,equal,equal,equal,equal,larger
201,equal,larger,equal,equal,equal,equal,equal,equal,equal,equal
202,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
203,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
204,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
205,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
206,equal,equal,equal,equal,equal,equal,equal,smaller,equal,equal
207,larger,equal,equal,equal,equal,equal,equal,equal,equal,smaller
208,equal,equal,equal,equal,equal,larger,equal,equal,equal,equal
209,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
210,equal,equal,larger,equal,equal,equal,equal,equal,larger,equal
211,equal,equal,larger,equal,equal,equal,equal,equal,equal,equal
212,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
213,equal,equal,equal,larger,equal,equal,equal,equal,equal,equal
214,equal,equal,equal,equal,equal,equal,smaller,equal,smaller,equal
215,equal,equal,equal,equal,equal,larger,equal,smaller,equal,equal
216,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
217,equal,equal,equal,equal,equal,larger,equal,equal,equal,equal
218,smaller,equal,equal,equal,equal,equal,equal,equal,equal,equal
219,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
220,equal,equal,larger,equal,equal,equal,equal,equal,equal,equal
221,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
222,equal,smaller,equal,equal,equal,larger,equal,equal,equal,equal
223,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
224,smaller,equal,equal,equal,equal,equal,equal,equal,equal,equal
225,equal,equal,equal,equal,smaller,equal,equal,equal,equal,equal
226,equal,larger,equal,equal,equal,equal,equal,equal,equal,equal
227,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
228,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
229,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
230,equal,equal,equal,equal,smaller,equal,equal,equal,equal,larger
231,equal,equal,larger,equal,equal,equal,equal,equal,equal,equal
232,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
233,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
234,smaller,equal,equal,equal,equal,equal,equal,equal,equal,equal
235,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
236,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
237,equal,smaller,equal,equal,equal,equal,equal,equal,equal,equal
238,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
239,equal,equal,larger,equal,larger,equal,equal,equal,equal,equal
240,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
241,equal,equal,smaller,equal,equal,equal,equal,equal,equal,equal
242,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
243,equal,equal,equal,equal,equal,equal,equal,equal,larger,equal
244,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
245,equal,equal,equal,equal,equal,equal,smaller,equal,equal,equal
246,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
247,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
248,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
249,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
250,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
251,equal,equal,equal,equal,larger,equal,larger,equal,equal,equal
252,equal,equal,equal,equal,equal,equal,smaller,equal,equal,equal
253,equal,larger,equal,equal,equal,equal,equal,equal,equal,equal
254,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
255,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
256,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
257,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
258,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
259,equal,smaller,equal,equal,equal,equal,equal,equal,equal,equal
260,equal,equal,larger,equal,smaller,equal,equal,equal,larger,equal
261,equal,larger,equal,equal,smaller,equal,equal,equal,equal,equal
262,equal,smaller,equal,smaller,equal,equal,equal,equal,equal,equal
263,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
264,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
265,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
266,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
267,equal,equal,equal,equal,equal,smaller,equal,equal,smaller,equal
268,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
269,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
270,equal,equal,equal,equal,equal,equal,equal,smaller,equal,equal
271,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
272,larger,equal,equal,equal,equal,equal,equal,equal,equal,equal
273,equal,smaller,equal,equal,larger,equal,equal,equal,equal,equal
274,equal,smaller,equal,equal,equal,equal,equal,equal,equal,equal
275,equal,equal,equal,equal,equal,equal,equal,equal,larger,equal
276,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
277,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
278,equal,equal,equal,equal,equal,equal,equal,smaller,equal,equal
279,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
280,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
281,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
282,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
283,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
284,equal,equal,larger,equal,equal,equal,equal,equal,equal,equal
285,equal,equal,equal,equal,smaller,equal,equal,equal,equal,equal
286,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
287,equal,smaller,equal,equal,equal,equal,equal,equal,larger,equal
288,equal,equal,equal,equal,smaller,equal,equal,equal,equal,equal
289,smaller,equal,equal,equal,equal,equal,equal,equal,equal,equal
290,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
291,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
292,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
293,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
294,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
295,equal,equal,equal,equal,equal,equal,equal,equal,larger,equal
296,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
297,equal,equal,equal,equal,equal,equal,smaller,equal,smaller,equal
298,equal,equal,larger,equal,equal,equal,smaller,equal,equal,equal
299,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
300,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
301,equal,equal,larger,equal,equal,equal,equal,equal,equal,equal
302,equal,equal,equal,equal,equal,equal,equal,larger,equal,equal
303,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
304,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
305,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
306,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
307,equal,equal,equal,smaller,equal,equal,equal,equal,equal,equal
308,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
309,equal,equal,equal,equal,equal,equal,equal,equal,smaller,equal
310,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
311,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
312,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
313,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
314,equal,equal,equal,larger,equal,equal,smaller,equal,equal,equal
315,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
316,equal,equal,equal,equal,equal,equal,larger,equal,equal,equal
317,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
318,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
319,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
320,equal,equal,equal,larger,equal,equal,equal,equal,equal,equal
321,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
322,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
323,equal,equal,equal,equal,smaller,equal,equal,equal,equal,equal
324,equal,equal,equal,equal,equal,larger,equal,equal,equal,equal
325,equal,equal,equal,equal,smaller,equal,equal,equal,equal,equal
326,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
327,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
328,equal,equal,equal,equal,equal,smaller,equal,equal,equal,equal
329,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
330,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
331,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
332,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
333,equal,equal,equal,equal,equal,equal,equal,equal,equal,larger
334,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
335,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
336,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
337,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
338,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
339,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
340,equal,larger,equal,equal,equal,equal,equal,equal,equal,equal
341,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
342,equal,equal,equal,equal,equal,equal,equal,equal,equal,smaller
343,equal,equal,larger,equal,equal,smaller,equal,equal,equal,equal
344,equal,equal,equal,equal,larger,equal,equal,equal,equal,equal
345,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
346,equal,equal,equal,equal,equal,equal,equal,equal,smaller,equal
347,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
348,equal,equal,smaller,equal,equal,equal,equal,equal,equal,smaller
349,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
350,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
351,equal,equal,equal,equal,equal,smaller,equal,equal,equal,equal
352,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
353,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
354,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
355,equal,equal,equal,equal,equal,equal,equal,equal,larger,smaller
356,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
357,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
358,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
359,equal,smaller,equal,equal,equal,equal,equal,equal,equal,equal
360,equal,equal,equal,equal,equal,equal,equal,smaller,equal,equal
361,equal,equal,equal,equal,larger,equal,equal,equal,equal,equal
362,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
363,smaller,equal,equal,equal,equal,equal,equal,equal,equal,equal
364,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
365,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
366,equal,equal,equal,equal,equal,smaller,equal,equal,equal,equal
367,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
368,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
369,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
370,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
371,equal,equal,equal,equal,equal,equal,equal,smaller,equal,equal
372,equal,equal,equal,equal,equal,equal,equal,equal,equal,larger
373,equal,equal,equal,equal,equal,larger,larger,smaller,equal,equal
374,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
375,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
376,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
377,equal,equal,equal,equal,equal,equal,smaller,equal,equal,equal
378,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
379,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
380,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
381,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
382,equal,equal,equal,equal,equal,equal,equal,smaller,equal,equal
383,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
384,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
385,equal,equal,equal,equal,equal,equal,smaller,equal,smaller,equal
386,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
387,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
388,equal,equal,larger,equal,equal,equal,equal,smaller,equal,equal
389,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
390,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
391,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
392,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
393,equal,equal,equal,equal,equal,equal,equal,smaller,equal,equal
394,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
395,equal,equal,equal,equal,larger,equal,equal,equal,equal,equal
396,equal,equal,equal,equal,equal,larger,equal,equal,equal,equal
397,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
398,equal,equal,equal,larger,equal,equal,equal,equal,equal,equal
399,equal,equal,equal,equal,smaller,larger,equal,equal,equal,equal
400,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
401,equal,equal,equal,equal,equal,equal,equal,equal,smaller,equal
402,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
403,equal,equal,equal,equal,larger,equal,equal,equal,equal,equal
404,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
405,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
406,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
407,smaller,equal,equal,equal,equal,equal,smaller,equal,equal,equal
408,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
409,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
410,equal,equal,equal,equal,equal,equal,equal,smaller,equal,smaller
411,equal,equal,equal,equal,equal,equal,equal,smaller,equal,equal
412,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
413,equal,equal,equal,equal,equal,equal,equal,equal,equal,larger
414,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
415,equal,equal,equal,equal,equal,equal,equal,equal,smaller,equal
416,equal,equal,equal,larger,equal,equal,equal,equal,equal,equal
417,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
418,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
419,equal,equal,equal,equal,equal,equal,equal,larger,equal,equal
420,equal,equal,equal,equal,equal,equal,larger,equal,equal,equal
421,equal,equal,equal,equal,equal,equal,equal,equal,equal,larger
422,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
423,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
424,equal,equal,equal,equal,equal,equal,larger,equal,equal,equal
425,equal,equal,equal,equal,equal,equal,equal,larger,equal,equal
426,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
427,equal,equal,equal,equal,equal,equal,equal,equal,equal,equal
